Num,AE,FE,Megye,OEVK,Settlement,Station
482,955,579,BUDAPEST,7,Budapest XIII. kerület,27
483,893,698,BUDAPEST,7,Budapest XIII. kerület,28
484,970,753,BUDAPEST,7,Budapest XIII. kerület,29
485,1015,796,BUDAPEST,7,Budapest XIII. kerület,30
486,956,757,BUDAPEST,7,Budapest XIII. kerület,31
487,970,771,BUDAPEST,7,Budapest XIII. kerület,32
488,1018,689,BUDAPEST,7,Budapest XIII. kerület,33
489,1122,541,BUDAPEST,7,Budapest XIII. kerület,34
490,1207,938,BUDAPEST,7,Budapest XIII. kerület,35
491,1044,747,BUDAPEST,7,Budapest XIII. kerület,36
492,1109,869,BUDAPEST,7,Budapest XIII. kerület,37
493,1042,758,BUDAPEST,7,Budapest XIII. kerület,38
494,1067,831,BUDAPEST,7,Budapest XIII. kerület,39
495,932,293,BUDAPEST,7,Budapest XIII. kerület,40
496,975,636,BUDAPEST,7,Budapest XIII. kerület,41
497,864,587,BUDAPEST,7,Budapest XIII. kerület,42
498,732,392,BUDAPEST,7,Budapest XIII. kerület,43
499,980,759,BUDAPEST,7,Budapest XIII. kerület,44
500,1017,545,BUDAPEST,7,Budapest XIII. kerület,45
501,960,519,BUDAPEST,7,Budapest XIII. kerület,46
502,929,665,BUDAPEST,7,Budapest XIII. kerület,47
503,1114,774,BUDAPEST,7,Budapest XIII. kerület,48
504,1056,715,BUDAPEST,7,Budapest XIII. kerület,49
505,1009,749,BUDAPEST,7,Budapest XIII. kerület,50
506,868,616,BUDAPEST,7,Budapest XIII. kerület,51
507,1009,624,BUDAPEST,7,Budapest XIII. kerület,52
508,892,690,BUDAPEST,7,Budapest XIII. kerület,53
509,893,699,BUDAPEST,7,Budapest XIII. kerület,54
510,885,651,BUDAPEST,7,Budapest XIII. kerület,55
511,806,606,BUDAPEST,7,Budapest XIII. kerület,56
512,980,759,BUDAPEST,7,Budapest XIII. kerület,57
513,1046,709,BUDAPEST,7,Budapest XIII. kerület,58
514,989,706,BUDAPEST,7,Budapest XIII. kerület,59
515,1077,831,BUDAPEST,7,Budapest XIII. kerület,60
516,960,714,BUDAPEST,7,Budapest XIII. kerület,61
517,1226,895,BUDAPEST,7,Budapest XIII. kerület,63
518,949,707,BUDAPEST,7,Budapest XIII. kerület,64
519,846,618,BUDAPEST,7,Budapest XIII. kerület,65
520,886,708,BUDAPEST,7,Budapest XIII. kerület,66
521,1117,899,BUDAPEST,7,Budapest XIII. kerület,69
522,861,629,BUDAPEST,7,Budapest XIII. kerület,70
523,1166,769,BUDAPEST,7,Budapest XIII. kerület,71
524,761,572,BUDAPEST,7,Budapest XIII. kerület,72
525,1146,833,BUDAPEST,7,Budapest XIII. kerület,73
526,1038,729,BUDAPEST,7,Budapest XIII. kerület,74
527,825,657,BUDAPEST,7,Budapest XIII. kerület,81
528,1212,942,BUDAPEST,7,Budapest XIII. kerület,82
529,1227,921,BUDAPEST,7,Budapest XIII. kerület,83
530,1076,786,BUDAPEST,7,Budapest XIII. kerület,84
531,959,654,BUDAPEST,7,Budapest XIII. kerület,85
532,1096,868,BUDAPEST,8,Budapest XIV. kerület,1
533,1092,837,BUDAPEST,8,Budapest XIV. kerület,2
534,1168,919,BUDAPEST,8,Budapest XIV. kerület,3
535,1106,873,BUDAPEST,8,Budapest XIV. kerület,4
536,1109,843,BUDAPEST,8,Budapest XIV. kerület,5
537,1103,813,BUDAPEST,8,Budapest XIV. kerület,6
538,1051,793,BUDAPEST,8,Budapest XIV. kerület,7
539,1125,843,BUDAPEST,8,Budapest XIV. kerület,8
540,1187,832,BUDAPEST,8,Budapest XIV. kerület,9
541,1222,900,BUDAPEST,8,Budapest XIV. kerület,10
542,1145,840,BUDAPEST,8,Budapest XIV. kerület,11
543,1194,900,BUDAPEST,8,Budapest XIV. kerület,13
544,1154,723,BUDAPEST,8,Budapest XIV. kerület,14
545,1195,816,BUDAPEST,8,Budapest XIV. kerület,15
546,1119,897,BUDAPEST,8,Budapest XIV. kerület,16
547,1095,836,BUDAPEST,8,Budapest XIV. kerület,17
548,1174,875,BUDAPEST,8,Budapest XIV. kerület,18
549,1144,914,BUDAPEST,8,Budapest XIV. kerület,19
550,1175,927,BUDAPEST,8,Budapest XIV. kerület,20
551,1093,846,BUDAPEST,8,Budapest XIV. kerület,21
552,1324,909,BUDAPEST,8,Budapest XIV. kerület,22
553,1295,632,BUDAPEST,8,Budapest XIV. kerület,23
554,1196,883,BUDAPEST,8,Budapest XIV. kerület,24
555,1227,974,BUDAPEST,8,Budapest XIV. kerület,25
556,1149,888,BUDAPEST,8,Budapest XIV. kerület,26
557,1253,977,BUDAPEST,8,Budapest XIV. kerület,27
558,1163,843,BUDAPEST,8,Budapest XIV. kerület,28
559,1174,930,BUDAPEST,8,Budapest XIV. kerület,29
560,1175,898,BUDAPEST,8,Budapest XIV. kerület,30
561,1333,919,BUDAPEST,8,Budapest XIV. kerület,31
562,1218,967,BUDAPEST,8,Budapest XIV. kerület,32
563,1331,1127,BUDAPEST,8,Budapest XIV. kerület,33
564,1216,952,BUDAPEST,8,Budapest XIV. kerület,34
565,1244,1027,BUDAPEST,8,Budapest XIV. kerület,35
566,1119,951,BUDAPEST,8,Budapest XIV. kerület,36
567,993,804,BUDAPEST,8,Budapest XIV. kerület,37
568,1235,914,BUDAPEST,8,Budapest XIV. kerület,45
569,1199,945,BUDAPEST,8,Budapest XIV. kerület,46
570,1141,838,BUDAPEST,8,Budapest XIV. kerület,48
571,1042,769,BUDAPEST,8,Budapest XIV. kerület,49
572,1106,800,BUDAPEST,8,Budapest XIV. kerület,50
573,1145,850,BUDAPEST,8,Budapest XIV. kerület,51
574,1080,784,BUDAPEST,8,Budapest XIV. kerület,52
575,1146,815,BUDAPEST,8,Budapest XIV. kerület,53
576,1169,844,BUDAPEST,8,Budapest XIV. kerület,54
577,1231,997,BUDAPEST,8,Budapest XIV. kerület,55
578,1172,926,BUDAPEST,8,Budapest XIV. kerület,56
579,1113,889,BUDAPEST,8,Budapest XIV. kerület,57
580,1256,897,BUDAPEST,8,Budapest XIV. kerület,58
581,1197,914,BUDAPEST,8,Budapest XIV. kerület,59
582,1224,965,BUDAPEST,8,Budapest XIV. kerület,60
583,1259,1062,BUDAPEST,8,Budapest XIV. kerület,61
584,1145,923,BUDAPEST,8,Budapest XIV. kerület,64
585,1178,890,BUDAPEST,8,Budapest XIV. kerület,66
586,1086,728,BUDAPEST,8,Budapest XIV. kerület,67
587,1143,913,BUDAPEST,8,Budapest XIV. kerület,68
588,1074,832,BUDAPEST,8,Budapest XIV. kerület,69
589,1084,871,BUDAPEST,8,Budapest XIV. kerület,70
590,1187,913,BUDAPEST,8,Budapest XIV. kerület,71
591,1222,905,BUDAPEST,8,Budapest XIV. kerület,72
592,1332,1072,BUDAPEST,8,Budapest XIV. kerület,73
593,1213,895,BUDAPEST,8,Budapest XIV. kerület,74
594,1111,871,BUDAPEST,8,Budapest XIV. kerület,75
595,577,449,BUDAPEST,9,Budapest X. kerület,1
596,603,468,BUDAPEST,9,Budapest X. kerület,2
597,608,294,BUDAPEST,9,Budapest X. kerület,3
598,623,349,BUDAPEST,9,Budapest X. kerület,4
599,590,360,BUDAPEST,9,Budapest X. kerület,5
600,627,401,BUDAPEST,9,Budapest X. kerület,6
601,612,439,BUDAPEST,9,Budapest X. kerület,7
602,657,430,BUDAPEST,9,Budapest X. kerület,8
603,939,637,BUDAPEST,9,Budapest X. kerület,9
604,606,404,BUDAPEST,9,Budapest X. kerület,10
605,713,541,BUDAPEST,9,Budapest X. kerület,11
606,688,532,BUDAPEST,9,Budapest X. kerület,12
607,730,511,BUDAPEST,9,Budapest X. kerület,13
608,660,438,BUDAPEST,9,Budapest X. kerület,14
609,747,469,BUDAPEST,9,Budapest X. kerület,15
610,747,567,BUDAPEST,9,Budapest X. kerület,16
611,706,515,BUDAPEST,9,Budapest X. kerület,17
612,709,449,BUDAPEST,9,Budapest X. kerület,18
613,883,541,BUDAPEST,9,Budapest X. kerület,20
614,951,621,BUDAPEST,9,Budapest X. kerület,21
615,769,582,BUDAPEST,9,Budapest X. kerület,22
616,720,508,BUDAPEST,9,Budapest X. kerület,23
617,790,545,BUDAPEST,9,Budapest X. kerület,24
618,576,425,BUDAPEST,9,Budapest X. kerület,25
619,613,455,BUDAPEST,9,Budapest X. kerület,26
620,798,544,BUDAPEST,9,Budapest X. kerület,27
621,731,519,BUDAPEST,9,Budapest X. kerület,28
622,798,579,BUDAPEST,9,Budapest X. kerület,29
623,671,462,BUDAPEST,9,Budapest X. kerület,30
624,811,635,BUDAPEST,9,Budapest X. kerület,31
625,856,728,BUDAPEST,9,Budapest X. kerület,32
626,724,457,BUDAPEST,9,Budapest X. kerület,33
627,795,501,BUDAPEST,9,Budapest X. kerület,34
628,771,324,BUDAPEST,9,Budapest X. kerület,35
629,808,592,BUDAPEST,9,Budapest X. kerület,36
630,866,558,BUDAPEST,9,Budapest X. kerület,37
631,744,559,BUDAPEST,9,Budapest X. kerület,38
632,654,403,BUDAPEST,9,Budapest X. kerület,39
633,641,431,BUDAPEST,9,Budapest X. kerület,40
634,613,494,BUDAPEST,9,Budapest X. kerület,41
635,684,505,BUDAPEST,9,Budapest X. kerület,42
636,654,473,BUDAPEST,9,Budapest X. kerület,43
637,648,492,BUDAPEST,9,Budapest X. kerület,44
638,588,481,BUDAPEST,9,Budapest X. kerület,45
639,582,382,BUDAPEST,9,Budapest X. kerület,46
640,638,387,BUDAPEST,9,Budapest X. kerület,47
641,718,386,BUDAPEST,9,Budapest X. kerület,48
642,696,352,BUDAPEST,9,Budapest X. kerület,49
643,794,435,BUDAPEST,9,Budapest X. kerület,50
644,634,458,BUDAPEST,9,Budapest X. kerület,51
645,649,503,BUDAPEST,9,Budapest X. kerület,52
646,654,522,BUDAPEST,9,Budapest X. kerület,53
647,675,534,BUDAPEST,9,Budapest X. kerület,54
648,707,519,BUDAPEST,9,Budapest X. kerület,55
649,844,543,BUDAPEST,9,Budapest X. kerület,56
650,810,562,BUDAPEST,9,Budapest X. kerület,57
651,644,422,BUDAPEST,9,Budapest X. kerület,58
652,586,402,BUDAPEST,9,Budapest X. kerület,59
653,760,502,BUDAPEST,9,Budapest X. kerület,60
654,813,598,BUDAPEST,9,Budapest X. kerület,61
655,730,558,BUDAPEST,9,Budapest X. kerület,62
656,829,594,BUDAPEST,9,Budapest X. kerület,63
657,760,554,BUDAPEST,9,Budapest X. kerület,64
658,765,530,BUDAPEST,9,Budapest X. kerület,65
659,785,536,BUDAPEST,9,Budapest X. kerület,66
660,760,523,BUDAPEST,9,Budapest X. kerület,67
661,679,521,BUDAPEST,9,Budapest X. kerület,68
662,729,488,BUDAPEST,9,Budapest X. kerület,69
663,797,554,BUDAPEST,9,Budapest XIX. kerület,1
664,990,695,BUDAPEST,9,Budapest XIX. kerület,2
665,906,664,BUDAPEST,9,Budapest XIX. kerület,3
666,890,636,BUDAPEST,9,Budapest XIX. kerület,4
667,923,663,BUDAPEST,9,Budapest XIX. kerület,5
668,871,653,BUDAPEST,9,Budapest XIX. kerület,6
669,840,617,BUDAPEST,9,Budapest XIX. kerület,7
670,890,643,BUDAPEST,9,Budapest XIX. kerület,8
671,1046,796,BUDAPEST,9,Budapest XIX. kerület,9
672,974,709,BUDAPEST,9,Budapest XIX. kerület,10
673,961,691,BUDAPEST,9,Budapest XIX. kerület,11
674,989,706,BUDAPEST,9,Budapest XIX. kerület,12
675,880,661,BUDAPEST,9,Budapest XIX. kerület,13
676,909,631,BUDAPEST,9,Budapest XIX. kerület,14
677,1010,789,BUDAPEST,9,Budapest XIX. kerület,15
678,906,666,BUDAPEST,9,Budapest XIX. kerület,16
679,978,690,BUDAPEST,9,Budapest XIX. kerület,17
680,829,604,BUDAPEST,9,Budapest XIX. kerület,18
681,797,621,BUDAPEST,9,Budapest XIX. kerület,19
682,884,686,BUDAPEST,9,Budapest XIX. kerület,20
683,796,630,BUDAPEST,9,Budapest XIX. kerület,21
684,776,557,BUDAPEST,9,Budapest XIX. kerület,22
685,1041,648,BUDAPEST,9,Budapest XIX. kerület,23
686,895,649,BUDAPEST,9,Budapest XIX. kerület,24
687,832,602,BUDAPEST,9,Budapest XIX. kerület,25
688,853,625,BUDAPEST,9,Budapest XIX. kerület,26
689,726,518,BUDAPEST,9,Budapest XIX. kerület,27
690,980,649,BUDAPEST,9,Budapest XIX. kerület,28
691,870,646,BUDAPEST,10,Budapest III. kerület,31
692,984,778,BUDAPEST,10,Budapest III. kerület,32
693,871,686,BUDAPEST,10,Budapest III. kerület,33
694,813,620,BUDAPEST,10,Budapest III. kerület,34
695,821,605,BUDAPEST,10,Budapest III. kerület,35
696,815,647,BUDAPEST,10,Budapest III. kerület,36
697,911,752,BUDAPEST,10,Budapest III. kerület,37
698,778,605,BUDAPEST,10,Budapest III. kerület,38
699,811,661,BUDAPEST,10,Budapest III. kerület,39
700,735,556,BUDAPEST,10,Budapest III. kerület,40
701,829,617,BUDAPEST,10,Budapest III. kerület,41
702,717,343,BUDAPEST,10,Budapest III. kerület,42
703,1062,799,BUDAPEST,10,Budapest III. kerület,43
704,1019,809,BUDAPEST,10,Budapest III. kerület,44
705,942,702,BUDAPEST,10,Budapest III. kerület,45
706,1053,809,BUDAPEST,10,Budapest III. kerület,46
707,818,597,BUDAPEST,10,Budapest III. kerület,48
708,868,687,BUDAPEST,10,Budapest III. kerület,49
709,846,679,BUDAPEST,10,Budapest III. kerület,50
710,789,607,BUDAPEST,10,Budapest III. kerület,51
711,872,699,BUDAPEST,10,Budapest III. kerület,52
712,710,591,BUDAPEST,10,Budapest III. kerület,53
713,908,731,BUDAPEST,10,Budapest III. kerület,54
714,865,667,BUDAPEST,10,Budapest III. kerület,55
715,839,645,BUDAPEST,10,Budapest III. kerület,56
716,943,704,BUDAPEST,10,Budapest III. kerület,57
717,817,604,BUDAPEST,10,Budapest III. kerület,58
718,764,671,BUDAPEST,10,Budapest III. kerület,59
719,848,669,BUDAPEST,10,Budapest III. kerület,60
720,866,690,BUDAPEST,10,Budapest III. kerület,61
721,884,618,BUDAPEST,10,Budapest III. kerület,62
722,874,637,BUDAPEST,10,Budapest III. kerület,63
723,733,569,BUDAPEST,10,Budapest III. kerület,64
724,982,814,BUDAPEST,10,Budapest III. kerület,65
725,831,648,BUDAPEST,10,Budapest III. kerület,66
726,821,648,BUDAPEST,10,Budapest III. kerület,67
727,791,650,BUDAPEST,10,Budapest III. kerület,68
728,799,649,BUDAPEST,10,Budapest III. kerület,69
729,871,698,BUDAPEST,10,Budapest III. kerület,70
730,917,744,BUDAPEST,10,Budapest III. kerület,71
731,921,756,BUDAPEST,10,Budapest III. kerület,72
732,862,727,BUDAPEST,10,Budapest III. kerület,73
733,891,774,BUDAPEST,10,Budapest III. kerület,74
734,746,642,BUDAPEST,10,Budapest III. kerület,75
735,970,810,BUDAPEST,10,Budapest III. kerület,76
736,874,725,BUDAPEST,10,Budapest III. kerület,77
737,828,690,BUDAPEST,10,Budapest III. kerület,78
738,913,752,BUDAPEST,10,Budapest III. kerület,79
739,840,694,BUDAPEST,10,Budapest III. kerület,80
740,899,760,BUDAPEST,10,Budapest III. kerület,81
741,998,834,BUDAPEST,10,Budapest III. kerület,82
742,979,836,BUDAPEST,10,Budapest III. kerület,83
743,883,725,BUDAPEST,10,Budapest III. kerület,84
744,824,645,BUDAPEST,10,Budapest III. kerület,85
745,834,590,BUDAPEST,10,Budapest III. kerület,86
746,921,676,BUDAPEST,10,Budapest III. kerület,87
747,889,687,BUDAPEST,10,Budapest III. kerület,88
748,993,739,BUDAPEST,10,Budapest III. kerület,89
749,847,596,BUDAPEST,10,Budapest III. kerület,90
750,809,618,BUDAPEST,10,Budapest III. kerület,91
751,1028,743,BUDAPEST,10,Budapest III. kerület,92
752,911,708,BUDAPEST,10,Budapest III. kerület,93
753,818,611,BUDAPEST,10,Budapest III. kerület,94
754,828,590,BUDAPEST,10,Budapest III. kerület,95
755,987,719,BUDAPEST,10,Budapest III. kerület,96
756,1019,734,BUDAPEST,10,Budapest III. kerület,97
757,738,506,BUDAPEST,10,Budapest III. kerület,98
758,967,710,BUDAPEST,10,Budapest III. kerület,99
759,884,587,BUDAPEST,10,Budapest III. kerület,100
760,917,582,BUDAPEST,10,Budapest III. kerület,101
761,899,641,BUDAPEST,10,Budapest III. kerület,102
762,857,656,BUDAPEST,10,Budapest III. kerület,103
763,804,574,BUDAPEST,10,Budapest III. kerület,104
764,776,577,BUDAPEST,10,Budapest III. kerület,105
765,850,668,BUDAPEST,10,Budapest III. kerület,106
766,805,601,BUDAPEST,10,Budapest III. kerület,107
767,878,653,BUDAPEST,10,Budapest III. kerület,108
768,837,624,BUDAPEST,10,Budapest III. kerület,109
769,821,617,BUDAPEST,10,Budapest III. kerület,110
770,782,553,BUDAPEST,10,Budapest III. kerület,111
771,850,603,BUDAPEST,10,Budapest III. kerület,112
772,1157,987,BUDAPEST,11,Budapest IV. kerület,1
773,1135,883,BUDAPEST,11,Budapest IV. kerület,2
774,1161,946,BUDAPEST,11,Budapest IV. kerület,3
775,1261,1057,BUDAPEST,11,Budapest IV. kerület,4
776,1235,923,BUDAPEST,11,Budapest IV. kerület,5
777,1285,1053,BUDAPEST,11,Budapest IV. kerület,6
778,1264,929,BUDAPEST,11,Budapest IV. kerület,7
779,1032,790,BUDAPEST,11,Budapest IV. kerület,8
780,1043,794,BUDAPEST,11,Budapest IV. kerület,9
781,1181,927,BUDAPEST,11,Budapest IV. kerület,10
782,989,782,BUDAPEST,11,Budapest IV. kerület,11
783,1068,759,BUDAPEST,11,Budapest IV. kerület,12
784,1046,739,BUDAPEST,11,Budapest IV. kerület,13
785,1036,820,BUDAPEST,11,Budapest IV. kerület,14
786,945,718,BUDAPEST,11,Budapest IV. kerület,15
787,1036,812,BUDAPEST,11,Budapest IV. kerület,16
788,1073,908,BUDAPEST,11,Budapest IV. kerület,17
789,1072,872,BUDAPEST,11,Budapest IV. kerület,18
790,1006,685,BUDAPEST,11,Budapest IV. kerület,19
791,1009,772,BUDAPEST,11,Budapest IV. kerület,20
792,1090,887,BUDAPEST,11,Budapest IV. kerület,21
793,1088,877,BUDAPEST,11,Budapest IV. kerület,22
794,1063,865,BUDAPEST,11,Budapest IV. kerület,23
795,1093,821,BUDAPEST,11,Budapest IV. kerület,24
796,1053,788,BUDAPEST,11,Budapest IV. kerület,25
797,1112,924,BUDAPEST,11,Budapest IV. kerület,26
798,1124,910,BUDAPEST,11,Budapest IV. kerület,27
799,1098,895,BUDAPEST,11,Budapest IV. kerület,28
800,1114,857,BUDAPEST,11,Budapest IV. kerület,29
801,1115,786,BUDAPEST,11,Budapest IV. kerület,30
802,999,628,BUDAPEST,11,Budapest IV. kerület,31
803,961,726,BUDAPEST,11,Budapest IV. kerület,32
804,990,681,BUDAPEST,11,Budapest IV. kerület,33
805,1008,595,BUDAPEST,11,Budapest IV. kerület,34
806,1129,673,BUDAPEST,11,Budapest IV. kerület,35
807,1025,670,BUDAPEST,11,Budapest IV. kerület,36
808,1010,682,BUDAPEST,11,Budapest IV. kerület,37
809,1076,756,BUDAPEST,11,Budapest IV. kerület,38
810,984,786,BUDAPEST,11,Budapest IV. kerület,39
811,942,667,BUDAPEST,11,Budapest IV. kerület,40
812,1060,829,BUDAPEST,11,Budapest IV. kerület,41
813,895,674,BUDAPEST,11,Budapest IV. kerület,42
814,1123,853,BUDAPEST,11,Budapest IV. kerület,43
815,1120,807,BUDAPEST,11,Budapest IV. kerület,44
816,1085,835,BUDAPEST,11,Budapest IV. kerület,45
817,1177,701,BUDAPEST,11,Budapest IV. kerület,51
818,963,714,BUDAPEST,11,Budapest IV. kerület,52
819,890,642,BUDAPEST,11,Budapest IV. kerület,53
820,1108,821,BUDAPEST,11,Budapest IV. kerület,54
821,1119,822,BUDAPEST,11,Budapest IV. kerület,55
822,1037,788,BUDAPEST,11,Budapest IV. kerület,56
823,975,735,BUDAPEST,11,Budapest IV. kerület,57
824,1272,921,BUDAPEST,11,Budapest IV. kerület,58
825,1017,711,BUDAPEST,11,Budapest IV. kerület,59
826,1146,803,BUDAPEST,11,Budapest IV. kerület,60
827,1176,839,BUDAPEST,11,Budapest IV. kerület,61
828,986,683,BUDAPEST,11,Budapest IV. kerület,62
829,1325,787,BUDAPEST,11,Budapest IV. kerület,63
830,1020,732,BUDAPEST,11,Budapest IV. kerület,65
831,1141,929,BUDAPEST,11,Budapest XIII. kerület,67
832,1175,923,BUDAPEST,11,Budapest XIII. kerület,68
833,716,534,BUDAPEST,11,Budapest XIII. kerület,75
834,1191,611,BUDAPEST,11,Budapest XIII. kerület,76
835,1072,865,BUDAPEST,11,Budapest XIII. kerület,77
836,892,681,BUDAPEST,11,Budapest XIII. kerület,78
837,1099,879,BUDAPEST,11,Budapest XIII. kerület,79
838,866,633,BUDAPEST,11,Budapest XIII. kerület,80
839,713,503,BUDAPEST,11,Budapest XIII. kerület,86
840,795,599,BUDAPEST,11,Budapest XIII. kerület,87
841,1220,970,BUDAPEST,12,Budapest IV. kerület,46
842,1000,772,BUDAPEST,12,Budapest IV. kerület,47
843,1053,769,BUDAPEST,12,Budapest IV. kerület,48
844,1249,897,BUDAPEST,12,Budapest IV. kerület,49
845,1274,938,BUDAPEST,12,Budapest IV. kerület,50
846,1146,843,BUDAPEST,12,Budapest IV. kerület,66
847,1106,824,BUDAPEST,12,Budapest IV. kerület,67
848,1136,799,BUDAPEST,12,Budapest IV. kerület,68
849,1195,855,BUDAPEST,12,Budapest IV. kerület,69
850,1115,796,BUDAPEST,12,Budapest IV. kerület,70
851,827,662,BUDAPEST,12,Budapest XV. kerület,1
852,848,689,BUDAPEST,12,Budapest XV. kerület,2
853,1127,910,BUDAPEST,12,Budapest XV. kerület,3
854,918,694,BUDAPEST,12,Budapest XV. kerület,4
855,772,626,BUDAPEST,12,Budapest XV. kerület,5
856,1097,853,BUDAPEST,12,Budapest XV. kerület,6
857,784,603,BUDAPEST,12,Budapest XV. kerület,7
858,767,597,BUDAPEST,12,Budapest XV. kerület,8
859,843,610,BUDAPEST,12,Budapest XV. kerület,9
860,818,594,BUDAPEST,12,Budapest XV. kerület,10
861,819,605,BUDAPEST,12,Budapest XV. kerület,11
862,1105,762,BUDAPEST,12,Budapest XV. kerület,12
863,1191,793,BUDAPEST,12,Budapest XV. kerület,13
864,811,595,BUDAPEST,12,Budapest XV. kerület,14
865,1079,585,BUDAPEST,12,Budapest XV. kerület,15
866,1126,847,BUDAPEST,12,Budapest XV. kerület,16
867,766,573,BUDAPEST,12,Budapest XV. kerület,17
868,782,569,BUDAPEST,12,Budapest XV. kerület,18
869,987,710,BUDAPEST,12,Budapest XV. kerület,19
870,1097,718,BUDAPEST,12,Budapest XV. kerület,20
871,1020,680,BUDAPEST,12,Budapest XV. kerület,21
872,1074,806,BUDAPEST,12,Budapest XV. kerület,22
873,763,594,BUDAPEST,12,Budapest XV. kerület,23
874,981,749,BUDAPEST,12,Budapest XV. kerület,24
875,943,766,BUDAPEST,12,Budapest XV. kerület,25
876,827,651,BUDAPEST,12,Budapest XV. kerület,26
877,901,703,BUDAPEST,12,Budapest XV. kerület,27
878,865,666,BUDAPEST,12,Budapest XV. kerület,28
879,841,613,BUDAPEST,12,Budapest XV. kerület,29
880,701,549,BUDAPEST,12,Budapest XV. kerület,30
881,823,603,BUDAPEST,12,Budapest XV. kerület,31
882,797,569,BUDAPEST,12,Budapest XV. kerület,32
883,837,647,BUDAPEST,12,Budapest XV. kerület,33
884,689,570,BUDAPEST,12,Budapest XV. kerület,34
885,1100,839,BUDAPEST,12,Budapest XV. kerület,35
886,851,657,BUDAPEST,12,Budapest XV. kerület,36
887,759,606,BUDAPEST,12,Budapest XV. kerület,37
888,959,715,BUDAPEST,12,Budapest XV. kerület,38
889,927,685,BUDAPEST,12,Budapest XV. kerület,39
890,750,520,BUDAPEST,12,Budapest XV. kerület,40
891,808,539,BUDAPEST,12,Budapest XV. kerület,41
892,936,652,BUDAPEST,12,Budapest XV. kerület,42
893,932,654,BUDAPEST,12,Budapest XV. kerület,43
894,908,652,BUDAPEST,12,Budapest XV. kerület,44
895,770,531,BUDAPEST,12,Budapest XV. kerület,45
896,918,648,BUDAPEST,12,Budapest XV. kerület,46
897,860,604,BUDAPEST,12,Budapest XV. kerület,47
898,751,541,BUDAPEST,12,Budapest XV. kerület,48
899,800,587,BUDAPEST,12,Budapest XV. kerület,49
900,714,480,BUDAPEST,12,Budapest XV. kerület,50
901,876,584,BUDAPEST,12,Budapest XV. kerület,52
902,782,569,BUDAPEST,12,Budapest XV. kerület,53
903,1014,686,BUDAPEST,12,Budapest XV. kerület,54
904,854,611,BUDAPEST,12,Budapest XV. kerület,55
905,885,665,BUDAPEST,12,Budapest XV. kerület,56
906,977,617,BUDAPEST,12,Budapest XV. kerület,57
907,838,588,BUDAPEST,12,Budapest XV. kerület,58
908,831,567,BUDAPEST,12,Budapest XV. kerület,59
909,903,605,BUDAPEST,12,Budapest XV. kerület,60
910,1067,761,BUDAPEST,12,Budapest XV. kerület,61
911,810,560,BUDAPEST,12,Budapest XV. kerület,62
912,1202,862,BUDAPEST,12,Budapest XV. kerület,63
913,987,716,BUDAPEST,12,Budapest XV. kerület,64
914,796,595,BUDAPEST,12,Budapest XV. kerület,65
915,860,662,BUDAPEST,12,Budapest XV. kerület,66
916,981,698,BUDAPEST,12,Budapest XV. kerület,67
917,793,557,BUDAPEST,12,Budapest XV. kerület,68
918,839,593,BUDAPEST,12,Budapest XV. kerület,69
919,926,604,BUDAPEST,12,Budapest XV. kerület,70
920,1331,1065,BUDAPEST,13,Budapest XIV. kerület,38
921,1194,966,BUDAPEST,13,Budapest XIV. kerület,39
922,1310,1020,BUDAPEST,13,Budapest XIV. kerület,40
